iter	reward-diff	reward-norm	policy-diff	lqog-lik
0	20.061984	91.627193	0.000000	-7.643126
1	20.169655	92.137237	0.000000	-7.580724
2	20.262081	92.555173	0.000000	-7.533648
3	20.344167	92.916984	0.000000	-7.494163
4	20.418652	93.240185	0.000000	-7.459523
5	20.487248	93.534763	0.000000	-7.428349
6	20.551107	93.807024	0.000000	-7.399823
7	20.611049	94.061243	0.000000	-7.373407
8	20.667684	94.300477	0.000000	-7.348727
9	20.721477	94.527002	0.000000	-7.325506
10	20.772794	94.742566	0.000000	-7.303534
11	20.821930	94.948546	0.000000	-7.282648
12	20.869124	95.146053	0.000000	-7.262716
13	20.914575	95.335996	0.000000	-7.243632
14	20.958451	95.519132	0.000000	-7.225307
15	21.000895	95.696100	0.000000	-7.207668
16	21.042028	95.867441	0.000000	-7.190650
17	21.081956	96.033626	0.000000	-7.174202
18	21.120772	96.195060	0.000000	-7.158275
19	21.158557	96.352100	0.000000	-7.142829
20	21.195382	96.505057	0.000000	-7.127829
21	21.231311	96.654211	0.000000	-7.113244
22	21.266403	96.799809	0.000000	-7.099044
23	21.300707	96.942073	0.000000	-7.085206
24	21.334270	97.081203	0.000000	-7.071706
25	21.367134	97.217379	0.000000	-7.058525
26	21.399338	97.350766	0.000000	-7.045644
27	21.430916	97.481513	0.000000	-7.033047
28	21.461900	97.609757	0.000000	-7.020718
29	21.492320	97.735623	0.000000	-7.008643
30	21.522202	97.859226	0.000000	-6.996810
31	21.551571	97.980672	0.000000	-6.985207
32	21.580450	98.100060	0.000000	-6.973823
33	21.608861	98.217481	0.000000	-6.962648
34	21.636824	98.333020	0.000000	-6.951673
35	21.664357	98.446755	0.000000	-6.940889
36	21.691477	98.558759	0.000000	-6.930288
37	21.718201	98.669101	0.000000	-6.919862
38	21.744544	98.777846	0.000000	-6.909605
39	21.770519	98.885054	0.000000	-6.899511
40	21.796141	98.990780	0.000000	-6.889572
41	21.821422	99.095080	0.000000	-6.879783
42	21.846374	99.198001	0.000000	-6.870139
43	21.871007	99.299593	0.000000	-6.860635
44	21.895333	99.399899	0.000000	-6.851265
45	21.919362	99.498962	0.000000	-6.842025
46	21.943103	99.596822	0.000000	-6.832912
47	21.966564	99.693516	0.000000	-6.823919
48	21.989755	99.789082	0.000000	-6.815045
49	22.012684	99.883552	0.000000	-6.806285
50	22.035358	99.976959	0.000000	-6.797636
51	22.057785	100.069335	0.000000	-6.789094
52	22.079971	100.160708	0.000000	-6.780656
53	22.101924	100.251108	0.000000	-6.772319
54	22.123650	100.340561	0.000000	-6.764081
55	22.145155	100.429092	0.000000	-6.755938
56	22.166444	100.516726	0.000000	-6.747889
57	22.187524	100.603486	0.000000	-6.739929
58	22.208399	100.689396	0.000000	-6.732058
59	22.229075	100.774476	0.000000	-6.724272
60	22.249557	100.858747	0.000000	-6.716570
61	22.269849	100.942229	0.000000	-6.708949
62	22.289956	101.024941	0.000000	-6.701408
63	22.309882	101.106902	0.000000	-6.693944
64	22.329632	101.188128	0.000000	-6.686556
65	22.349210	101.268638	0.000000	-6.679241
66	22.368619	101.348446	0.000000	-6.671999
67	22.387863	101.427570	0.000000	-6.664827
68	22.406946	101.506023	0.000000	-6.657724
69	22.425871	101.583821	0.000000	-6.650688
70	22.444642	101.660977	0.000000	-6.643718
71	22.463262	101.737505	0.000000	-6.636812
72	22.481734	101.813419	0.000000	-6.629969
73	22.500061	101.888731	0.000000	-6.623187
74	22.518245	101.963453	0.000000	-6.616466
75	22.536291	102.037597	0.000000	-6.609804
76	22.554200	102.111174	0.000000	-6.603200
77	22.571975	102.184196	0.000000	-6.596653
78	22.589619	102.256673	0.000000	-6.590161
79	22.607134	102.328616	0.000000	-6.583723
80	22.624523	102.400034	0.000000	-6.577339
81	22.641788	102.470938	0.000000	-6.571008
82	22.658931	102.541337	0.000000	-6.564727
83	22.675955	102.611240	0.000000	-6.558498
84	22.692861	102.680656	0.000000	-6.552317
85	22.709651	102.749594	0.000000	-6.546186
86	22.726329	102.818062	0.000000	-6.540101
87	22.742895	102.886068	0.000000	-6.534064
88	22.759351	102.953620	0.000000	-6.528073
89	22.775700	103.020726	0.000000	-6.522127
90	22.791943	103.087394	0.000000	-6.516225
91	22.808082	103.153631	0.000000	-6.510367
92	22.824118	103.219443	0.000000	-6.504552
