iter	reward-diff	reward-norm	policy-diff	lqog-lik
114	1.935796	9.974779	0.000000	-30.134874
115	1.912722	9.736204	2.000000	-30.111977
116	1.903222	9.612197	0.000000	-30.288523
117	1.884287	9.352053	2.000000	-30.366519
118	1.868180	9.263985	1.414214	-30.481594
119	1.860864	9.000081	0.000000	-30.572432
120	1.849795	8.955296	1.414214	-30.715349
121	1.847450	8.824911	0.000000	-30.791119
122	1.839977	8.691156	2.000000	-30.886724
123	1.838730	8.538426	0.000000	-30.921877
124	1.833187	8.346338	2.000000	-31.084936
125	1.827344	8.200173	1.414214	-31.122067
126	1.825109	8.163116	1.414214	-31.246277
127	1.828563	8.036996	0.000000	-31.223824
128	1.825547	7.813849	2.000000	-31.334675
129	1.831092	7.668522	0.000000	-31.422379
130	1.839325	7.730420	2.449490	-31.656885
131	1.930974	8.196889	3.162278	-31.723006
132	2.675827	10.571546	4.898979	-32.752874
133	2.639370	11.119611	5.099020	-35.603763
134	2.646111	11.706203	4.898979	-34.278465
135	3.217249	13.067909	5.477226	-33.309148
136	3.590490	14.160337	4.472136	-33.305307
137	3.468913	13.634366	4.472136	-33.341616
138	3.352091	13.006287	4.242641	-33.088235
139	3.243206	12.496341	4.242641	-32.976585
140	3.139846	11.966518	4.242641	-32.928993
141	3.033304	11.579161	4.472136	-32.869946
142	2.942922	11.115375	4.242641	-32.846954
143	2.858377	10.684639	4.242641	-32.756190
144	2.873280	10.872843	4.472136	-32.762355
145	2.776144	10.504749	4.242641	-32.815734
146	2.948152	11.464978	4.690416	-33.511416
147	2.888527	11.296663	4.472136	-33.014632
148	2.860685	11.425180	4.472136	-32.936130
149	2.756301	11.039691	4.690416	-32.590065
150	2.608752	10.659847	4.690416	-32.297591
151	2.516029	10.257940	4.690416	-32.116895
152	3.122830	11.710540	4.690416	-32.602176
153	3.050483	11.719481	4.242641	-33.236594
154	3.175955	12.390729	4.472136	-32.838919
155	3.054011	11.917813	4.690416	-33.649895
156	3.051273	12.259770	4.472136	-33.668703
157	3.099506	12.668215	5.830952	-37.411295
158	2.943305	12.138853	4.690416	-34.182535
159	2.796442	11.667452	4.472136	-33.570855
160	2.635396	11.276922	4.690416	-33.125077
161	2.516712	10.814179	4.242641	-32.619953
162	2.554060	10.958805	3.741657	-32.724954
163	2.461528	10.465055	4.000000	-32.454551
164	2.363083	9.975825	3.741657	-32.365672
165	2.276481	9.660930	3.741657	-32.239449
166	2.197502	9.407203	3.464102	-32.199970
167	2.139960	8.820645	4.000000	-32.024305
168	2.075498	8.558450	3.741657	-32.145662
169	2.074267	8.633575	3.464102	-32.161182
170	2.026334	8.260765	4.242641	-32.207521
171	2.552999	9.134761	4.000000	-32.914053
172	2.495283	8.858792	3.741657	-32.961812
173	2.444655	8.369709	3.741657	-32.884162
174	2.398864	8.070078	3.464102	-32.884751
175	2.353864	7.731580	3.162278	-32.879314
176	2.315598	7.563541	2.828427	-32.879722
177	2.279311	7.202741	3.464102	-32.877496
178	2.248825	7.045013	2.828427	-32.964134
179	2.220242	6.806443	2.828427	-32.961614
180	2.196998	6.721651	2.828427	-32.983398
181	2.172516	6.665009	3.464102	-32.924920
182	2.390467	7.801787	3.464102	-33.321268
183	2.561449	8.852094	4.690416	-33.579733
184	2.514608	8.853121	5.291503	-33.743470
185	2.529530	8.914666	4.898979	-33.651528
186	2.448810	8.689325	4.690416	-33.279539
187	2.424095	8.669913	4.898979	-33.619698
188	2.349036	8.116846	5.099020	-32.938032
189	2.563686	8.932554	5.477226	-32.941895
190	2.702323	9.576371	5.099020	-33.366965
191	2.610181	9.044691	4.472136	-33.875907
192	2.527395	8.814300	4.242641	-33.691274
193	2.460543	8.715758	4.472136	-33.568201
194	2.377117	8.267108	4.000000	-33.292585
195	2.421659	8.534326	4.242641	-33.011856
196	2.346235	8.265747	4.898979	-33.306780
197	2.271680	7.871406	4.000000	-33.200797
198	2.217995	7.663525	3.464102	-32.958955
199	2.252852	7.751273	3.464102	-32.860592
200	2.213117	7.624889	3.464102	-32.980572
201	2.174337	7.368318	3.464102	-32.941086
202	2.139857	7.051006	3.162278	-32.893193
203	2.109738	6.773924	3.162278	-32.974568
204	2.087856	6.659075	3.162278	-33.025133
205	2.062342	6.335716	3.464102	-32.949406
206	2.042765	6.058938	2.828427	-33.006383
207	2.029838	5.877949	3.162278	-33.047018
208	2.018282	5.600419	3.162278	-33.076294
209	2.011940	5.459719	2.449490	-33.134048
210	2.136130	5.851817	2.449490	-33.380913
211	2.125248	5.905701	3.162278	-33.392381
212	2.885067	8.812560	4.898979	-33.672460
213	2.486857	7.134180	4.690416	-76.022676
214	2.438287	7.357913	5.291503	-35.574628
215	2.459504	7.495645	4.242641	-35.870996
216	2.361085	7.220652	4.472136	-34.998193
217	2.291587	6.871061	3.741657	-34.638862
218	2.320289	7.049902	3.741657	-34.475681
219	2.280813	6.909932	4.242641	-34.234228
220	2.726393	8.083750	4.898979	-34.375186
221	2.810829	8.585952	4.472136	-34.090244
222	2.645367	7.814182	4.690416	-57.913349
223	2.643528	8.101084	4.472136	-34.568908
224	2.558140	7.879800	5.099020	-34.952275
225	2.582913	7.925603	4.690416	-34.540996
226	2.649731	8.116962	5.291503	-36.450276
227	2.647255	8.532039	4.898979	-34.543109
228	2.579288	8.002675	5.291503	-51.583561
229	2.575131	8.224473	4.690416	-34.365149
230	2.599240	8.493068	4.690416	-36.983665
231	2.525543	8.071078	4.898979	-34.293877
232	2.534178	8.148057	4.472136	-34.087197
233	2.457325	7.971599	4.898979	-33.864306
234	2.724614	8.953974	4.472136	-34.145004
235	2.695527	9.389296	5.291503	-34.037730
236	2.728170	9.610949	5.656854	-35.056125
237	2.665319	9.652814	5.291503	-34.502038
238	3.065882	10.609319	5.477226	-33.914043
239	2.986747	10.089517	5.099020	-33.764499
240	2.913026	9.610859	5.099020	-33.555548
241	2.838929	9.267691	4.690416	-33.469060
242	2.784430	8.881312	4.472136	-33.372858
243	2.725317	8.527216	4.242641	-33.343189
244	2.679610	8.150308	4.242641	-33.327814
245	2.626903	7.878940	3.741657	-33.357912
246	2.623063	7.905142	3.464102	-33.383283
247	2.573041	7.617581	4.000000	-33.364592
248	2.530005	7.504170	4.472136	-33.330478
249	2.488554	7.169528	4.000000	-33.264947
250	2.450123	6.933377	3.741657	-33.280830
251	2.416818	6.678665	3.741657	-33.251424
252	2.391823	6.479418	3.464102	-33.278849
253	2.366526	6.274700	3.464102	-33.297241
254	2.346457	6.157073	3.464102	-33.326248
255	2.384108	6.417470	2.828427	-33.444401
256	2.459802	6.877902	3.741657	-33.570588
257	2.692256	8.299110	4.472136	-34.135902
258	2.635524	8.487152	4.690416	-34.263971
259	2.562846	8.131479	5.099020	-33.772548
260	2.499244	7.931777	5.099020	-33.501802
261	2.439967	7.566627	4.898979	-33.223999
262	2.406848	7.521025	4.242641	-33.083264
263	2.454501	7.977574	4.472136	-33.399552
264	2.399840	7.683173	4.690416	-34.098350
265	2.353738	7.441337	4.242641	-33.621918
266	2.311490	7.080265	4.242641	-33.331851
267	2.272230	6.716346	4.242641	-33.314170
268	2.226910	6.464116	3.741657	-33.287585
269	2.251246	6.633481	3.464102	-33.222795
270	2.221785	6.299466	3.741657	-33.182526
271	2.490946	6.974925	4.242641	-33.716112
272	2.454812	6.693266	4.242641	-33.571618
273	2.413265	6.399673	3.464102	-33.620138
274	2.391303	6.296010	4.000000	-33.542169
275	2.354781	5.898080	3.741657	-33.682650
276	2.325269	5.689248	3.464102	-33.612676
277	2.301240	5.517673	2.828427	-33.576111
278	2.287726	5.395637	2.828427	-33.559643
279	2.317690	5.766634	3.464102	-33.674961
280	2.299275	5.567593	2.828427	-33.727195
281	2.272292	5.438401	2.828427	-33.671787
282	2.256950	5.285964	3.162278	-33.673612
283	2.244321	5.233862	3.162278	-33.667047
284	2.407243	6.183502	3.464102	-34.301478
285	2.622068	7.525795	4.242641	-34.110179
286	2.599784	7.672755	4.690416	-34.436496
287	2.548880	7.477876	5.099020	-33.925821
288	2.550843	7.498936	4.898979	-33.919653
289	2.501579	7.268519	4.898979	-33.769359
290	2.458929	7.031264	4.898979	-33.661958
291	2.417482	6.805564	4.690416	-33.501895
292	2.390260	6.422561	4.000000	-33.436540
293	2.365938	6.295929	3.741657	-33.500037
294	2.372727	6.333315	4.242641	-33.527912
295	2.341557	6.045161	4.000000	-33.601481
296	2.327879	5.992316	3.464102	-33.594152
297	2.300642	5.619874	4.472136	-33.586134
298	2.292449	5.474685	3.464102	-33.658934
299	2.278577	5.276730	2.828427	-33.720976
300	2.275072	5.139277	3.464102	-33.757631
301	2.264968	5.019182	3.464102	-33.762684
302	2.436314	5.661082	3.464102	-33.922054
303	2.419053	5.453092	2.828427	-34.170898
304	2.434658	5.614649	3.464102	-34.147852
305	2.403977	5.437790	3.464102	-34.107515
306	2.377051	5.164817	3.741657	-34.045224
307	2.370143	5.013671	2.828427	-34.136645
308	2.356932	4.824957	3.464102	-34.147140
309	2.347343	4.700257	3.162278	-34.153030
310	2.346105	4.604514	2.828427	-34.253580
311	2.338232	4.485583	3.464102	-34.245011
312	2.340377	4.356153	3.464102	-34.242431
313	2.335009	4.232440	3.464102	-34.336376
314	2.332223	4.223939	3.464102	-34.373162
315	2.334429	4.132690	3.162278	-34.375359
316	2.863694	5.876599	4.242641	-35.055744
317	2.893348	6.256781	5.656854	-37.309608
318	2.835769	6.211651	4.000000	-36.163706
319	2.818771	6.543888	4.472136	-37.033093
320	2.746523	6.486217	4.472136	-36.192524
321	2.705456	6.652192	4.898979	-35.822883
322	2.685078	7.109836	4.690416	-36.218242
323	2.700252	7.544622	5.099020	-35.951644
324	3.005493	8.898690	5.099020	-37.290304
325	2.853351	8.826138	5.291503	-35.711839
326	2.817666	8.572880	3.741657	-34.389327
327	2.750354	8.233302	4.242641	-34.279532
328	2.719783	7.879615	3.741657	-33.937025
329	2.659861	7.642367	3.741657	-33.976486
330	2.736986	8.120195	4.690416	-34.240947
331	2.694331	7.827705	4.472136	-34.126352
332	2.685049	7.907822	4.898979	-38.307885
333	3.052499	9.372261	5.656854	-35.777321
334	2.929868	8.862622	4.690416	-46.332476
335	2.873148	8.387414	5.477226	-35.096347
336	2.820421	7.927856	5.099020	-34.797230
337	2.906388	8.419789	5.099020	-35.121429
338	2.896292	8.533126	5.656854	-34.807501
339	2.830812	8.305077	4.690416	-34.495042
340	2.801016	8.179171	6.164414	-36.564577
341	2.749573	8.269725	5.291503	-34.773418
342	2.688506	7.883862	5.099020	-34.483462
343	2.623950	7.599954	4.472136	-34.448226
344	2.571677	7.198004	4.690416	-34.197279
345	2.583485	7.447512	4.242641	-34.196923
346	2.545958	7.152289	4.242641	-34.056320
347	2.509912	6.841261	4.472136	-34.082996
348	2.476523	6.435757	4.242641	-33.996796
349	2.448594	6.149835	4.242641	-33.954720
350	2.423098	5.857808	4.000000	-33.927602
351	2.401055	5.659422	3.741657	-33.929571
352	2.373057	5.490034	3.464102	-33.959657
353	2.355779	5.232875	3.464102	-33.907555
354	2.332822	5.232986	2.828427	-33.967061
355	2.470651	6.004601	3.741657	-34.024108
356	2.458865	6.156015	3.741657	-34.225480
357	2.487963	6.376582	4.898979	-34.204157
358	2.478177	6.590107	4.472136	-34.301286
359	2.439959	6.397756	4.000000	-33.997168
360	2.471280	6.610320	3.741657	-34.104087
361	2.455621	6.635995	4.898979	-34.109684
362	2.425148	6.292831	4.242641	-34.092716
363	2.395715	6.054161	4.472136	-34.076863
364	2.366468	5.797237	4.472136	-34.110900
365	2.342468	5.587734	4.000000	-34.063679
366	2.313733	5.363592	4.000000	-34.049608
367	2.295864	5.131937	4.000000	-34.027396
368	2.280428	4.919976	3.741657	-34.028715
369	2.321102	5.045943	4.000000	-34.020362
370	2.309203	4.884687	3.464102	-33.776638
371	2.294539	4.713945	3.464102	-33.774613
372	2.296169	4.593585	3.464102	-33.791571
373	2.327436	4.801379	3.464102	-33.885990
374	2.312353	4.611668	3.464102	-33.824789
375	2.307095	4.526529	3.162278	-33.814535
376	2.304603	4.347858	2.828427	-33.863581
377	2.308215	4.333976	2.449490	-33.936476
378	2.581603	5.356245	4.000000	-34.207554
379	2.876891	6.710408	5.099020	-35.149291
380	2.839415	6.556467	4.000000	-35.225288
381	2.799784	6.353984	4.000000	-34.951889
382	2.758769	6.214302	3.741657	-34.890286
383	2.723398	6.080858	3.741657	-34.796000
384	2.721082	6.428417	4.242641	-34.763399
385	2.692876	6.350489	3.741657	-34.322014
386	2.656988	6.260718	4.242641	-34.272103
387	2.613651	6.139280	3.741657	-34.140018
388	2.596072	6.052769	3.162278	-34.048101
389	2.579501	5.883565	3.741657	-33.990427
390	2.563403	5.705072	2.828427	-33.986560
391	2.545263	5.642943	3.464102	-34.061621
392	2.533595	5.545110	3.741657	-34.050750
393	2.616952	6.084324	5.656854	-36.443785
394	2.626197	6.464134	4.472136	-34.555775
395	2.624938	6.640018	4.472136	-37.115404
396	2.658892	7.373456	5.477226	-34.761699
397	2.568625	7.014939	4.690416	-44.941852
398	2.784138	8.390852	5.830952	-34.811546
399	2.758109	8.446966	6.164414	-35.679157
400	2.694187	8.051041	5.656854	-34.422773
401	2.820602	8.503808	5.099020	-35.261274
402	2.753984	8.142775	4.898979	-34.378919
403	2.692099	7.848344	4.898979	-34.127639
404	2.648023	7.497606	4.690416	-34.085080
405	2.608360	7.204468	4.690416	-33.966110
406	2.572362	6.932855	4.242641	-33.885532
407	2.545607	6.564737	4.000000	-33.868720
408	2.515145	6.330082	4.000000	-33.938712
409	2.490503	6.048205	3.464102	-33.899934
410	2.470762	5.818096	4.000000	-33.922636
411	2.452872	5.601537	3.741657	-33.927191
412	2.581891	6.176800	4.242641	-34.011633
413	2.554409	5.954323	4.000000	-34.176753
414	2.532136	5.632124	4.000000	-34.167933
415	2.550982	5.872359	3.464102	-34.233013
416	2.526407	5.612602	4.242641	-34.265294
417	2.505099	5.492737	3.464102	-34.256774
418	2.544258	5.773772	4.472136	-34.370255
419	2.535459	5.966335	4.690416	-34.407476
420	2.506913	5.667363	5.099020	-34.876008
421	2.473808	5.418648	4.242641	-34.652146
422	2.426350	5.261021	4.472136	-34.542943
423	2.411455	5.431175	4.472136	-34.388455
424	2.485924	5.841787	4.242641	-34.419542
425	2.356238	5.062152	4.690416	-50.404657
426	2.432252	5.613048	4.690416	-34.275969
427	2.400131	5.396144	3.741657	-34.618540
428	2.374255	5.267275	3.162278	-34.422385
429	2.333558	5.072665	3.741657	-34.320492
430	2.313234	4.996785	3.464102	-34.262945
431	2.298191	5.151782	3.741657	-34.232974
432	2.322489	5.572508	4.472136	-34.701134
433	2.245575	4.949006	4.472136	-44.820687
434	2.232407	4.887215	3.741657	-34.385826
435	2.328776	5.508245	4.690416	-34.930370
436	2.302930	5.390606	3.464102	-35.437394
437	2.324303	5.456789	4.000000	-34.497296
438	2.296080	5.144843	4.690416	-41.658066
439	2.756415	6.564099	4.472136	-35.844788
440	2.713343	6.723677	4.898979	-36.388730
441	2.658247	6.560788	4.690416	-36.020880
442	2.681993	6.875197	4.690416	-35.264094
443	2.634795	6.672891	3.741657	-35.017106
444	2.589848	6.437337	4.000000	-34.788338
445	2.554759	6.298413	4.000000	-34.647069
446	2.520908	6.225007	4.000000	-34.577143
447	2.487434	6.107879	4.000000	-34.613751
448	2.486297	6.385758	4.000000	-34.352381
449	2.496634	6.160175	5.830952	-48.868052
450	2.477512	6.166870	3.162278	-34.890364
451	2.455712	5.980899	4.000000	-35.073048
452	2.427380	5.770761	4.000000	-34.582549
453	2.401608	5.562595	4.000000	-34.505052
454	2.378976	5.448963	4.000000	-34.450119
455	2.358757	5.309784	4.000000	-34.395553
456	2.346770	5.220707	3.741657	-34.317563
457	2.327262	5.188675	4.000000	-34.408389
458	2.313563	4.954837	3.741657	-34.131230
459	2.303241	4.871784	3.464102	-34.115983
460	2.300987	4.712616	3.464102	-34.133674
461	2.293717	4.577588	3.464102	-34.162093
462	2.295180	4.507820	3.464102	-34.135874
463	2.290433	4.304261	3.464102	-34.180258
464	2.311388	4.587472	3.162278	-34.259027
465	2.322539	4.599475	3.741657	-34.447705
466	2.418908	5.298715	4.000000	-34.338600
467	2.443013	5.486677	4.242641	-34.868737
468	2.395680	5.009460	4.690416	-43.888279
469	2.400392	4.843466	4.242641	-35.203616
470	2.369536	4.607073	3.741657	-34.958071
471	2.356528	4.407897	3.464102	-34.726714
472	2.335908	4.261577	3.162278	-34.713878
473	2.337139	4.053090	2.828427	-34.635398
474	2.341298	3.977101	2.828427	-34.627643
475	2.346718	3.835875	2.828427	-34.544445
476	2.352790	3.677291	3.464102	-34.572763
477	2.370813	3.778167	3.464102	-34.762257
478	2.370432	3.670353	3.741657	-34.658258
479	2.367650	3.421960	3.162278	-34.625103
480	2.367006	3.293463	2.449490	-34.717483
481	2.374390	3.236764	2.000000	-34.764354
482	2.375353	3.135744	2.828427	-34.767526
483	2.383475	3.094270	2.449490	-34.838003
484	2.391352	3.058774	2.000000	-34.876577
485	2.400099	3.102935	2.449490	-34.877845
486	2.409977	3.078495	0.000000	-34.850340
487	2.416647	3.012425	2.000000	-34.891740
488	2.423989	2.979195	2.000000	-34.906657
489	2.430540	2.868903	2.000000	-34.951469
490	2.438177	2.810797	2.000000	-35.024551
491	2.445924	2.811493	2.000000	-35.077302
492	2.456080	2.745154	0.000000	-35.098780
493	2.464068	2.748915	2.449490	-35.139775
494	2.471261	2.647950	2.000000	-35.144845
495	2.480304	2.706080	2.000000	-35.211008
496	2.487905	2.721299	2.828427	-35.232364
497	2.489146	2.564216	2.449490	-35.202328
498	2.497567	2.626119	2.449490	-35.284895
499	2.505394	2.653207	2.000000	-35.255287
