iter	reward-diff	reward-norm	policy-diff	lqog-lik
0	3.718585	23.862398	0.000000	-23.341755
1	4.034156	25.275624	0.000000	-22.058813
2	4.314521	26.600818	0.000000	-21.341742
3	4.557454	27.745953	0.000000	-20.776685
4	4.772648	28.757330	0.000000	-20.318195
5	4.965917	29.607231	0.000000	-19.929147
6	5.141606	30.385423	0.000000	-19.595050
7	5.304198	31.137634	0.000000	-19.302318
8	5.453635	31.764385	0.000000	-19.037482
9	5.593338	32.361204	0.000000	-18.802516
10	5.725094	32.938883	0.000000	-18.588274
11	5.849043	33.464360	0.000000	-18.390683
12	5.966120	33.957727	0.000000	-18.208944
13	6.077081	34.459098	0.000000	-18.040176
14	6.182843	34.893512	0.000000	-17.881811
15	6.283710	35.291225	0.000000	-17.735026
16	6.380450	35.705593	0.000000	-17.598147
17	6.473344	36.126224	0.000000	-17.468750
18	6.561875	36.470760	0.000000	-17.342816
19	6.647393	36.836031	0.000000	-17.227818
20	6.730048	37.197518	0.000000	-17.116537
21	6.809537	37.504567	0.000000	-17.009939
22	6.886524	37.817172	0.000000	-16.910360
23	6.961139	38.154853	0.000000	-16.814938
24	7.033094	38.444466	0.000000	-16.721120
25	7.102919	38.716945	0.000000	-16.632954
26	7.170847	39.002266	0.000000	-16.549157
27	7.236797	39.276411	0.000000	-16.467522
28	7.300943	39.543349	0.000000	-16.388941
29	7.363508	39.808495	0.000000	-16.312422
30	7.424386	40.067627	0.000000	-16.239098
31	7.483648	40.308575	0.000000	-16.167779
32	7.541463	40.540193	0.000000	-16.099330
33	7.597977	40.769718	0.000000	-16.033973
34	7.653132	40.990122	0.000000	-15.969707
35	7.707101	41.215428	0.000000	-15.908221
36	7.759852	41.433469	0.000000	-15.847502
37	7.811415	41.632571	0.000000	-15.788797
38	7.861945	41.836613	0.000000	-15.732474
39	7.912021	42.184276	1.414214	-15.678911
40	7.959418	42.346909	0.000000	-15.624690
41	8.006270	42.535964	0.000000	-15.570699
42	8.052337	42.695797	0.000000	-15.517948
43	8.097750	42.865058	0.000000	-15.468513
44	8.142475	43.038916	0.000000	-15.420418
45	8.186429	43.208217	0.000000	-15.372847
46	8.229696	43.382116	0.000000	-15.327049
47	8.272229	43.553269	0.000000	-15.281401
48	8.314026	43.710103	0.000000	-15.237014
49	8.355176	43.872505	0.000000	-15.194212
50	8.395694	44.051091	0.000000	-15.152229
51	8.435476	44.200921	0.000000	-15.109681
52	8.474664	44.350693	0.000000	-15.069531
53	8.513267	44.506980	0.000000	-15.030114
54	8.551301	44.675040	0.000000	-14.991407
55	8.588680	44.817130	0.000000	-14.952009
56	8.625528	44.958924	0.000000	-14.914934
57	8.661855	45.105863	0.000000	-14.878494
58	8.697676	45.266160	0.000000	-14.842672
59	8.732913	45.400570	0.000000	-14.806079
60	8.767677	45.534651	0.000000	-14.771699
61	8.801976	45.674330	0.000000	-14.737870
62	8.835819	45.814840	0.000000	-14.704579
63	8.869179	45.955086	0.000000	-14.671152
64	8.902078	46.081829	0.000000	-14.638303
65	8.934566	46.220052	0.000000	-14.606786
66	8.966604	46.343360	0.000000	-14.575140
67	8.998250	46.468427	0.000000	-14.544670
68	9.029514	46.600957	0.000000	-14.514636
69	9.060375	46.731858	0.000000	-14.484270
70	9.090831	46.848845	0.000000	-14.454618
71	9.120933	46.965491	0.000000	-14.426058
72	9.150688	47.083720	0.000000	-14.397884
73	9.180109	47.220207	0.000000	-14.370088
74	9.209132	47.331264	0.000000	-14.341346
75	9.237836	47.442094	0.000000	-14.314497
76	9.266225	47.553452	0.000000	-14.287989
77	9.294308	47.673703	0.000000	-14.261816
78	9.322054	47.784334	0.000000	-14.235372
79	9.349508	47.899426	0.000000	-14.209966
80	9.376650	48.004357	0.000000	-14.184131
81	9.403512	48.113979	0.000000	-14.159434
82	9.430097	48.223927	0.000000	-14.135030
83	9.456382	48.325801	0.000000	-14.110314
84	9.482403	48.430296	0.000000	-14.086590
85	9.508167	48.541893	0.000000	-14.063138
86	9.533658	48.648694	0.000000	-14.039205
87	9.558873	48.745716	0.000000	-14.015816
88	9.583847	48.842506	0.000000	-13.993335
89	9.608584	48.940541	0.000000	-13.971097
90	9.633089	49.047242	0.000000	-13.949099
91	9.657340	49.149861	0.000000	-13.926749
92	9.681350	49.242206	0.000000	-13.904614
93	9.705141	49.334356	0.000000	-13.883485
94	9.728720	49.436406	0.000000	-13.862571
95	9.752062	49.526470	0.000000	-13.841309
96	9.775198	49.617120	0.000000	-13.820905
97	9.798133	49.715894	0.000000	-13.800701
98	9.820851	49.806381	0.000000	-13.779982
99	9.843374	49.901325	0.000000	-13.760255
100	9.865682	49.987286	0.000000	-13.740164
101	9.887802	50.073058	0.000000	-13.720897
102	9.909736	50.158967	0.000000	-13.701810
103	9.931490	50.254470	0.000000	-13.682900
104	9.953043	50.346777	0.000000	-13.663600
105	9.974406	50.428877	0.000000	-13.644440
106	9.995597	50.510834	0.000000	-13.626205
107	10.016618	50.594834	0.000000	-13.608130
108	10.037472	50.683595	0.000000	-13.590215
109	10.058141	50.763548	0.000000	-13.571901
110	10.078649	50.843761	0.000000	-13.554381
111	10.099000	50.932213	0.000000	-13.537012
112	10.119179	51.013426	0.000000	-13.519088
113	10.139205	51.097521	0.000000	-13.502089
114	10.159062	51.174017	0.000000	-13.484690
115	10.178769	51.250371	0.000000	-13.468046
116	10.198330	51.326709	0.000000	-13.451537
117	10.217748	51.411613	0.000000	-13.435163
118	10.237004	51.486979	0.000000	-13.418373
119	10.256124	51.569595	0.000000	-13.402338
120	10.275092	51.642702	0.000000	-13.385745
121	10.293925	51.716487	0.000000	-13.370029
122	10.312625	51.797446	0.000000	-13.354433
123	10.331176	51.868962	0.000000	-13.338423
124	10.349598	51.940351	0.000000	-13.323135
125	10.367892	52.011568	0.000000	-13.307962
126	10.386058	52.083504	0.000000	-13.292902
127	10.404104	52.170953	0.000000	-13.277956
128	10.421999	52.239486	0.000000	-13.261914
